[certificateholder_id],[certificateholder_name],[crop],[license_number],[start_date_license],[end_date_license],[license_standard],[license_status],[scope],[region],[country]
RA_00169322410,MJ Catering OOD,Cocoa,RALI24-033526,10/15/2024,1/14/2026,Supply Chain,Granted,Single Site,Europe,Bulgaria
RA_00085032202,Huyser Möller B.V.,Cocoa,RALI24-027112,9/7/2024,9/6/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00079382202,Confiserie Mellinia GmbH,Cocoa,RALI24-027089,7/28/2024,7/27/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00116802209,Caldic Ingredients Sweden AB,Cocoa,RALI24-029578,11/1/2024,10/31/2025,Supply Chain,Granted,Single Site,Europe,Sweden
RA_00045912109,Orchard Valley Foods Ltd,Cocoa,RALI24-032516,1/10/2025,1/9/2026,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00104042206,SC GREWE SRL,Cocoa,RALI24-028292,8/3/2024,8/2/2025,Supply Chain,Granted,Single Site,Europe,Romania
RA_00127512301,societe ivoirienne de tout produits agricole et de vegetaux (SIPAV COOP-CA),Cocoa,RALI23-016310,5/8/2024,5/7/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00148972311,ASOCIACIÓN DE AGRICULTORES CRISTO REY,Cocoa,RALI23-024374,7/1/2024,6/30/2025,Farming,Granted,Group Of Small Farms,Latin America,Ecuador
RA_00002522104,SCAEB COOP-CA,Cocoa,RALI22-011416,10/1/2022,10/1/2023,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00002132104,SCOOPS EDIFIE DOUKOUYA,Cocoa,RALI24-027398,8/29/2024,8/28/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00011052105,COOPERATIVE DES AGRICULTEURS SOLIDAIRES DE DUEKOUE,Cocoa,RALI21-001105,10/1/2021,10/1/2022,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00014012105,SCOOPSCCI,Cocoa,RALI24-026966,9/2/2024,9/1/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00136812305,Scoops Jeca,Cocoa,RALI23-020829,6/17/2024,6/16/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00098492205,SOCIETE COOPERATIVE AGRICOLE WEND SONGODO DE SANGOUINE,Cocoa,RALI23-019619,11/7/2024,11/6/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00120912211,Magyar Zeelandia Nagykereskedelmi Kft.,Cocoa,RALI22-014374,7/17/2024,10/16/2025,Supply Chain,Granted,Single Site,Europe,Hungary
RA_00048482110,MEVGAL S.A,Cocoa,RALI23-023039,3/5/2024,5/21/2025,Supply Chain,Granted,Single Site,Europe,Greece
RA_00000452103,COOPERATIVE AVEC CONSEIL D'ADMINISTRATION ENTENTE DE SEGUELA (COOP-CA/ES),Cocoa,RALI24-028151,10/5/2024,10/4/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00007092105,COOP_CA_SCAPEN DIVO,Cocoa,RALI23-023606,5/2/2024,5/1/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00078222202,Agrícola Cantagalo LTDA,Cocoa,RALI24-027729,8/3/2024,8/2/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00002252104,SOCIETE  COOPERATIVE DIALOGUE DE SEGUELA(SOCODS SCOOPS SEGUELA),Cocoa,RALI24-027566,9/18/2024,9/17/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00072172201,C.I.V. Superunie B.A.,Cocoa,RALI24-031730,9/8/2024,9/7/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00133502303,"Sun Prize (Thailand) Co.,Ltd.",Cocoa,RALI24-025668,9/24/2024,9/23/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Thailand
RA_00107582207,Cooperativa Agraria QORIQAO LTDA,Cocoa,RALI22-011584,11/25/2024,11/24/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00097062204,REXIM Lebensmittelproduktion KG,Cocoa,RALI24-031416,8/24/2024,8/23/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00041712109,Fox’s Burton’s Companies (FBC) UK Ltd,Cocoa,RALI24-027641,8/23/2024,8/22/2025,Supply Chain,Granted,Multi Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00002162104,Societe Cooperative Agricole Binkadi Yamoussoukro,Cocoa,RALI21-000216,4/1/2022,9/30/2023,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00127282301,COMERCIALIZADORA DE PRODUCTOS AGRICOLAS ZAMBRANO VELEZ AGROZAMVELSA S.A.,Cocoa,RALI23-023831,4/10/2024,4/9/2025,Farming,Granted,Group Of Small Farms,Latin America,Ecuador
RA_00163082406,Federated Commodities Ltd - Enchi,Cocoa,RALI24-030602,10/1/2024,9/30/2025,Farming,Granted,Group Of Small Farms,Africa,Ghana
RA_00017232106,TRANSROYAL GHANA LIMITED,Cocoa,RALI21-001723,10/1/2021,10/1/2022,Farming,Not Granted,,Africa,Ghana
RA_00111992208,SOCIETE COOPERATIVE AGRICOLE HERE DE TAOBLY AVEC CONSEIL D'ADMINISTRATION,Cocoa,RALI24-030512,11/7/2024,11/6/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00101732205,FrieslandCampina Belgium NV Site Bornem,Cocoa,RALI24-028062,8/17/2024,8/16/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00022052107,Blommer Chocolate Manufactruing (Shanghai) Company Limited,Cocoa,RALI24-031001,1/10/2025,1/9/2026,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00005362105,société coopérative agricole des planteurs de zagné,Cocoa,RALI24-027824,10/1/2024,9/30/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00015372106,SCOAVA,Cocoa,RALI24-028543,10/14/2024,10/13/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00133172303,SCOOPS ACA,Cocoa,RALI23-017860,4/15/2024,4/14/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00005212104,SCOOPS-SCOEL,Cocoa,RALI24-028064,9/30/2024,9/29/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00003102104,SOCIETE COOPERATIVE AVEC CONSEIL D'ADMINISTRATION HERE DE KRANZADOUGOU (COOP-CA COOPAHK),Cocoa,RALI24-027512,9/11/2024,9/10/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00114812209,Félegyházi Pékség Kft.,Cocoa,RALI23-022163,11/19/2024,11/18/2025,Supply Chain,Granted,Single Site,Europe,Hungary
RA_00000392103,USCRG-COOP.CA,Cocoa,RALI24-028718,10/20/2024,10/19/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00013902105,SOCOPANS COOP-CA de soubré,Cocoa,RALI24-027686,9/21/2024,9/20/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00118982210,SOCIETE COOPERATIVE AGRICOLE DE DJOUROUTOU,Cocoa,RALI22-013935,5/21/2024,5/20/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00014702106,Société Coopérative Simplifiée des Planteurs Unis de Café Cacao,Cocoa,RALI24-029971,9/15/2024,9/14/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00121392211,SCOOPATI-COOP-CA,Cocoa,RALI22-014511,4/4/2024,4/3/2025,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00027752108,Delica AG,Cocoa,RALI23-024862,5/5/2024,5/4/2025,Supply Chain,Granted,Multi Site,Europe,Switzerland
RA_00135102304,AGRO SAN GERARDO - GRUPO JUANJUI,Cocoa,RALI23-024045,4/24/2024,4/23/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00042422109,SOCA2PD GAGNOA,Cocoa,RALI24-031118,9/1/2024,8/31/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00003282104,SOCIETE COOPERATIVE WEND BARK ( SCOOWEND COOP-CA),Cocoa,RALI24-027592,9/22/2024,9/21/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00075652201,SOCIETE COOPERATIVE AGRICOLE ALLAKABO D'OUME,Cocoa,RALI22-007565,4/24/2024,4/23/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00032092108,UNION DES PLANTEURS DE  BASSEHOA  (UPB),Cocoa,RALI24-028578,10/12/2024,10/11/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00034472108,OFI Cocoa Asia,Cocoa,RALI23-024527,5/21/2024,5/20/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,Indonesia
RA_00024682108,Kinnerton Confectionery,Cocoa,RALI24-030032,12/6/2024,12/5/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00011092105,SOCIETE COOPERATIVE AGRICOLE DE GNATO (SOCOAG COOP-CA),Cocoa,RALI23-023360,4/1/2024,3/31/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00010272105,SOCIETE COOPERATIVE ENTENTE DE DJEKANOU,Cocoa,RALI24-028704,10/6/2024,10/5/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00005642105,SOCIETE COOPERATIVE ENTREPRISE ET COOPERATEUR DE YAOKRO (ECOOYA),Cocoa,RALI24-028186,10/9/2024,10/8/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00094302204,COOP-CA-ENDINM: Société Coopérative Agricole avec Conseil d’administration Enbegnongondinmin de Man,Cocoa,RALI22-009224,1/8/2024,1/7/2025,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00001612104,SOCIETE COOPERATIVE AGRICOLE NATAABA DE DIEGONEFLA,Cocoa,RALI24-027732,9/14/2024,9/13/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00000382103,Coopérative Agricole des Montagnes de Biankouma avec Conseil d'Administration (CAMOBIAN COOP CA),Cocoa,RALI21-000038,4/1/2022,10/1/2023,Farming,Suspend,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00167232409,INVERSIONES FORTALEZA MIA E.I.R.L,Cocoa,RALI24-032445,12/18/2024,12/17/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00000312103,NOUVELLE ENTREPRISE COOPERATIVE AGRICOLE ANOUANZE D'OUPOYO  ( COOP-CA-NECAAYO),Cocoa,RALI24-028454,10/16/2024,10/15/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00005352105,SOCOOPAK COOP CA,Cocoa,RALI24-028330,10/12/2024,10/11/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00013602105,SOCOPADOGBO,Cocoa,RALI24-027808,10/1/2024,9/30/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00121092211,Fornetti Kft.,Cocoa,RALI24-030428,12/6/2024,12/5/2025,Supply Chain,Granted,Multi Site,Europe,Hungary
RA_00009682105,SCOOPAT COOP-CA (Société Coopérative Agricole Tamin),Cocoa,RALI23-023868,4/1/2024,3/31/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00108832207,Erlenbacher Backwaren GmbH,Cocoa,RALI24-030832,12/9/2024,12/8/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00004262104,SOCIETE ENTENTE COOPERATIVE D'ALIKRO(COOP-CA-SECA),Cocoa,RALI24-029066,10/30/2024,10/29/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00037282109,Stute Nahrungsmittelwerke GmbH & Co. KG,Cocoa,RALI24-026290,8/6/2024,8/5/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00007232105, SPAD GAGNOA II,Cocoa,RALI22-013885,10/24/2023,10/23/2024,Farming,Cancelled,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00083332202,Pally Biscuits B.V.,Cocoa,RALI24-030005,12/5/2024,12/4/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00034552108,SAS BISCUIT INTERNATIONAL France,Cocoa,RALI24-032511,3/2/2025,3/1/2026,Supply Chain,Granted,Multi Site,Europe,France
RA_00014592106,SOCIETE COOPERATIVE DES JEUNES AGRICULTEURS D'ALLAH-KABO (SOCOJAAK  COOP-CA),Cocoa,RALI23-024500,4/1/2024,3/31/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00132932303,SOCIETE COOPERATIVE WENDKISS DE GUEZON(COOP-CA WENDKISS DE GUEZON),Cocoa,RALI23-017778,2/20/2024,2/19/2025,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00033402108,Alipro AG,Cocoa,RALI24-025494,3/22/2024,3/21/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00122632211,HEMA BV,Cocoa,RALI24-032325,2/23/2025,2/22/2026,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00115392209,FRIGO-HASSO KFT.,Cocoa,RALI23-022928,4/5/2024,4/4/2025,Supply Chain,Granted,Single Site,Europe,Hungary
RA_00172472412,Ritter Sport Grupo,Cocoa,RALI24-034861,1/2/2025,1/1/2026,Farming,Granted,Group Of Mixed Farms,Latin America,Nicaragua
RA_00114362209,August Töpfer & Co. (GmbH & Co.) KG,Cocoa,RALI23-023546,8/7/2024,8/6/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00079952202,ASOCIACION DE PRODUCCION AGRICOLA ECUADOR ORIGEN ASOECUAORIGEN,Cocoa,RALI24-025992,3/24/2024,3/23/2025,Supply Chain,Granted,Single Site,Latin America,Ecuador
RA_00083092202,AROMAS Y SABORES DEL ECUADOR AROMACACAO S.A.,Cocoa,RALI24-026063,6/1/2024,5/31/2025,Farming,Granted,Group Of Small Farms,Latin America,Ecuador
RA_00116332209,DMD COOP CA,Cocoa,RALI23-020894,5/25/2024,5/24/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00017132106,société coopérative de meagui,Cocoa,RALI24-030134,11/25/2024,11/24/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00074772201,Andros UK,Cocoa,RALI23-018527,4/18/2024,4/17/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00138372305,Société de Négoce de Matières Premières,Cocoa,RALI24-029216,10/6/2024,10/5/2025,Supply Chain,Granted,Multi Site,Africa,Côte d'Ivoire
RA_00029222108,NUOVA RUGGERI S.R.L.,Cocoa,RALI24-031548,1/12/2025,1/11/2026,Supply Chain,Granted,Single Site,Europe,Italy
RA_00113122208,Materne Confilux,Cocoa,RALI24-030193,11/17/2024,11/16/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00023242107,Theobroma BV,Cocoa,RALI24-027866,10/1/2024,9/30/2025,Supply Chain,Granted,Multi Site,Europe,Netherlands (the)
RA_00010462105,Société Coopérative Agricole de Gnanpoadji (COOP CA CAGNAN),Cocoa,RALI24-026020,7/28/2024,7/27/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00085572203,SOCIÉTÉ COOPÉRATIVE POUR LES PRODUCTEURS AGRICOLE (SCOOPEPA-SCOOPS),Cocoa,RALI24-027361,9/14/2024,9/13/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00040872109,Paluani 1921 S.r.l.,Cocoa,RALI24-032258,2/3/2025,2/2/2026,Supply Chain,Granted,Single Site,Europe,Italy
RA_00035542109,FU JI OIL?ZHANGJIAGANG)CO.LTD,Cocoa,RALI23-023853,4/1/2024,3/31/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00065082112,"DAITOCACAO CO.,LTD.",Cocoa,RALI23-024956,6/9/2024,6/8/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,Japan
RA_00034342108,Delicia,Cocoa,RALI24-027285,9/6/2024,9/5/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00001872104,SCOOPS-SOCOOPA,Cocoa,RALI24-027957,9/15/2024,9/14/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00089522203,Hero AG,Cocoa,RALI23-023261,5/27/2024,5/26/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00096942204,"Little Secrets, LLC",Cocoa,RALI24-027299,9/13/2024,9/12/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00078132202,GELNOVA SRL,Cocoa,RALI24-029410,11/15/2024,11/14/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00167002409,Olam Ecuador Grupo 20,Cocoa,RALI24-032377,10/1/2024,9/30/2025,Farming,Granted,Group Of Small Farms,Latin America,Ecuador
RA_00056112111,Dessert Factory,Cocoa,RALI23-024479,5/21/2024,5/20/2025,Supply Chain,Granted,Multi Site,Europe,Belgium
RA_00096702204,Scentral Flavours and Fragrances,Cocoa,RALI23-022310,3/14/2024,3/13/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Australia
RA_00137592305,COOP-CA SPAM,Cocoa,RALI23-021035,11/19/2024,11/18/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00016232106,SOCIETE COOPERATIVE AGRICOLE DE SOUBRE ( SOCAS-CA ),Cocoa,RALI24-028865,10/22/2024,10/21/2025,Farming,Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00130692302,"Panemunes egle, UAB",Cocoa,RALI23-023126,3/16/2024,3/15/2025,Supply Chain,Granted,Single Site,Europe,Lithuania
RA_00153632402,SUMAQAO2,Cocoa,RALI24-026314,4/8/2024,4/7/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00063082112,Aromsa Besin Aroma ve Katk? Maddeleri San. ve Tic. A. ?.,Cocoa,RALI24-025640,6/23/2024,6/22/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Türkiye
RA_00040432109,"Expafruit, SA",Cocoa,RALI24-026911,11/10/2024,11/9/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00001262104,Toko RN,Cocoa,RALI23-020711,1/1/1900,1/1/1900,Farming,Not Granted,Group Of Small Farms,Asia and Pacific,Indonesia
RA_00088102203,Caldic Italia srl,Cocoa,RALI24-027659,9/7/2024,9/6/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00067912112,GAVRILOS BROS SA,Cocoa,RALI23-023617,3/24/2024,3/23/2025,Supply Chain,Granted,Single Site,Europe,Greece
RA_00037812109,PT. Olam Indonesia- South Sulawesi 1,Cocoa,RALI23-021843,1/1/1900,1/1/1900,Farming,Not Granted,Group Of Small Farms,Asia and Pacific,Indonesia
RA_00127942301,SOCIETE COOPERATIVE AGRICOLE AVEC CONSEIL D'ADMINISTRATION MIEN-MOH DE ZILEBLY (COOP-CA MI-MOZ),Cocoa,RALI23-016394,1/1/1900,1/1/1900,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00069692112,The Chocolate Factory,Cocoa,RALI24-025314,6/23/2024,6/22/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00126102212,Pe?ivárne Lipt. Hrádok s.r.o.,Cocoa,RALI24-025665,5/22/2024,5/21/2025,Supply Chain,Granted,Single Site,Europe,Slovakia
RA_00132122303,Leader Price,Cocoa,RALI23-017582,12/18/2023,3/17/2025,Supply Chain,Granted,Single Site,Europe,France
RA_00032662108,Italcanditi bv,Cocoa,RALI24-030314,10/12/2024,10/11/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00043242109,cretamel SA,Cocoa,RALI24-031369,7/16/2024,7/15/2025,Supply Chain,Granted,Single Site,Europe,Greece
RA_00029792108,AFROTROPIC COCOA PROCESSING COMPANY,Cocoa,RALI24-029347,10/17/2024,10/16/2025,Supply Chain,Granted,Multi Site,Africa,Ghana
RA_00017622106,Société Coopérative Simplifiée des Producteurs Agricole de Pogréagui,Cocoa,RALI23-018522,1/1/1900,1/1/1900,Farming,Not Granted,Group Of Small Farms,Africa,Côte d'Ivoire
RA_00150732312,Zentrale Handelsgesellschaft mbH,Cocoa,RALI24-031535,2/9/2025,2/8/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00161692405,EXVER FOOD s.r.o.,Cocoa,RALI24-029866,8/20/2024,11/19/2025,Supply Chain,Granted,Single Site,Europe,Czechia
RA_00083312202,Guschlbauer GmbH,Cocoa,RALI24-030812,4/20/2024,4/19/2025,Supply Chain,Granted,Single Site,Europe,Austria
RA_00035592109,Selvania 1971 s.r.l.,Cocoa,RALI24-032056,2/1/2025,1/31/2026,Supply Chain,Granted,Single Site,Europe,Italy
RA_00157182403,Cono D'Oro srl,Cocoa,RALI24-027725,2/21/2024,5/20/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00052482110,TRANSCAO-CI,Cocoa,RALI24-027371,9/16/2024,6/15/2025,Supply Chain,Granted,Multi Site,Africa,Côte d'Ivoire
RA_00153422402,Nenco Food Group,Cocoa,RALI24-026232,3/4/2024,6/3/2025,Supply Chain,Granted,Multi Site,Europe,Netherlands (the)
RA_00069672112,VerBau nv,Cocoa,RALI23-022730,2/23/2024,4/9/2025,Supply Chain,Granted,Multi Site,Europe,Belgium
RA_00031932108,Gaber Backwarenerzeugung GmbH & Co.KG,Cocoa,RALI24-034460,12/23/2024,12/22/2025,Supply Chain,Granted,Single Site,Europe,Austria
RA_00050762110,HAMLET NV,Cocoa,RALI24-027452,9/6/2024,9/5/2025,Supply Chain,Granted,Multi Site,Europe,Belgium
RA_00111912208,"Weaver Nut Company, Inc.",Cocoa,RALI24-025539,9/26/2024,9/25/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00132632303,CJ Cheiljedang Corporation,Cocoa,RALI24-027235,8/19/2024,8/18/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,Korea (the Republic of)
RA_00156422403,SC Zemaitijos pienas,Cocoa,RALI24-027386,5/28/2024,5/27/2025,Supply Chain,Granted,Single Site,Europe,Lithuania
RA_00103832206,Framptons Ltd,Cocoa,RALI24-026475,3/14/2024,3/13/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00124072212,ALDI SÜD Dienstleistungs-SE & Co. oHG,Cocoa,RALI23-023935,3/9/2024,3/8/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00053652110,"Bakermix - Fabrico e Comercialização de Produtos Alimentares, Lda",Cocoa,RALI24-027328,7/9/2024,7/8/2025,Supply Chain,Granted,Multi Site,Europe,Portugal
RA_00108742207,"Qingdao Innopack Food Co., Ltd.",Cocoa,RALI24-026893,4/15/2024,4/14/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00076202201,KåKå AB,Cocoa,RALI24-025830,6/3/2024,6/2/2025,Supply Chain,Granted,Single Site,Europe,Sweden
RA_00120552211,"Star Kay White, Inc.",Cocoa,RALI24-030008,11/30/2024,11/29/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00149702311,Nacre srl,Cocoa,RALI23-024651,12/18/2023,3/17/2025,Supply Chain,Granted,Multi Site,Europe,Italy
RA_00097692205,Argenta Schokoladenmanufaktur GmbH,Cocoa,RALI24-032494,12/29/2024,12/28/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00047352110,compagnie cacaoyère du bandama,Cocoa,RALI21-004735,9/7/2022,9/7/2025,Supply Chain,Granted,Single Site,Africa,Côte d'Ivoire
RA_00039722109,JSC R?ta,Cocoa,RALI23-024889,6/11/2024,6/10/2025,Supply Chain,Granted,Single Site,Europe,Lithuania
RA_00060342111,Callipo Gelateria s.r.l,Cocoa,RALI23-023167,3/17/2024,3/16/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00105652206,Konditor d.o.o.,Cocoa,RALI24-031229,7/22/2024,7/21/2025,Supply Chain,Granted,Single Site,Europe,Slovenia
RA_00064052112,Nestlé (South Africa) (Pty) Ltd,Cocoa,RALI23-020714,3/19/2024,3/18/2025,Supply Chain,Granted,Multi Site,Africa,South Africa
RA_00032942108,KUK-Austria GmbH,Cocoa,RALI24-029568,7/2/2024,7/1/2025,Supply Chain,Granted,Single Site,Europe,Austria
RA_00116912210,Solae do Brasil Industria e Comércio de Alimentos LTDA,Cocoa,RALI23-024950,5/29/2024,5/28/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00043892109,Instanta Sp. z o.o.,Cocoa,RALI23-023073,3/11/2024,3/10/2025,Supply Chain,Granted,Multi Site,Europe,Poland
RA_00067172112,Artenay Bars S.A.S,Cocoa,RALI24-025623,6/25/2024,6/24/2025,Supply Chain,Granted,Single Site,Europe,France
RA_00078122202,"Parmalat Portugal - Produtos Alimentares, Lda",Cocoa,RALI24-026333,5/10/2024,5/9/2025,Supply Chain,Granted,Single Site,Europe,Portugal
RA_00108002207,Klingele Chocolade NV,Cocoa,RALI24-030756,12/21/2024,12/20/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00039602109,Andreas Fristedt Provisions AB,Cocoa,RALI23-023457,4/5/2024,4/4/2025,Supply Chain,Granted,Single Site,Europe,Sweden
RA_00039682109,Brenntag South Africa,Cocoa,RALI24-026358,6/2/2024,6/1/2025,Supply Chain,Granted,Multi Site,Africa,South Africa
RA_00140702306,CWT Commodities (Amsterdam) B.V.,Cocoa,RALI24-027248,9/13/2024,9/12/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00097632205,EMPWR Netherlands,Cocoa,RALI24-029584,9/30/2024,9/29/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00115962209,CONDIO GmbH,Cocoa,RALI24-030210,12/13/2024,12/12/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00039672109,Nuova Industria Biscotti CRICH SpA,Cocoa,RALI24-032268,2/16/2025,2/15/2026,Supply Chain,Granted,Single Site,Europe,Italy
RA_00056742111,RCL FOODS,Cocoa,RALI23-025094,4/1/2024,6/30/2025,Supply Chain,Granted,Multi Site,Africa,South Africa
RA_00039632109,Mulder Natural foods,Cocoa,RALI23-023576,2/1/2024,4/27/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00075372201,Baker and Baker UK Ltd,Cocoa,RALI23-024223,3/26/2024,3/25/2025,Supply Chain,Granted,Multi Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00072762201,Aldomak Ltd,Cocoa,RALI24-029173,6/23/2024,6/22/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00034272108,SOLO ITALIA s.r.l,Cocoa,RALI24-027638,9/21/2024,9/20/2025,Supply Chain,Granted,Multi Site,Europe,Italy
RA_00137462305,Lidl Italia srl,Cocoa,RALI23-021015,12/12/2023,3/11/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00032162108,Bohnkaf-Kolonial GmbH & Co. KG,Cocoa,RALI24-025999,5/24/2024,5/23/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00133892303,Majami sp. zo.o.,Cocoa,RALI24-026013,7/27/2024,7/26/2025,Supply Chain,Granted,Single Site,Europe,Poland
